Entity,Code,Year,"Meat of cattle with the bone, fresh or chilled | 00000867 || Producing or slaughtered animals | 005320 || animals","Meat, goat | 00001017 || Producing or slaughtered animals | 005320 || animals","Meat, chicken | 00001058 || Producing or slaughtered animals | 005321 || animals","Meat, turkey | 00001080 || Producing or slaughtered animals | 005321 || animals","Meat, pig | 00001035 || Producing or slaughtered animals | 005320 || animals","Meat, lamb and mutton | 00000977 || Producing or slaughtered animals | 005320 || animals","Meat, duck | 00001069 || Producing or slaughtered animals | 005321 || animals"
Botswana,BWA,1985,248410,247000,2650000,,7200,66000,
Botswana,BWA,1986,232081,290000,2900000,,7700,75000,
Botswana,BWA,1987,180606,320000,2500000,,7800,80000,
Botswana,BWA,1988,165539,370000,3100000,,9000,85000,
Botswana,BWA,1989,168901,417000,4300000,,11400,92000,
Botswana,BWA,1990,195955,460000,4800000,,13200,102000,
Botswana,BWA,1991,219164,575000,5100000,,10500,108000,
Botswana,BWA,1992,265130,567000,3872000,,7300,95000,
Botswana,BWA,1993,259004,440000,2858000,,3500,81000,
Botswana,BWA,1994,195295,400000,5450000,,3000,86000,
Botswana,BWA,1995,241985,650000,9750000,,3600,110000,
Botswana,BWA,1996,230055,510000,3808000,,10100,115000,
Botswana,BWA,1997,194743,590000,4590000,,3750,145000,
Botswana,BWA,1998,193595,500000,4487000,,13350,155000,
Botswana,BWA,1999,141202,460000,4425000,,8600,150000,
Botswana,BWA,2000,147859,440000,4362000,,17850,130000,
Botswana,BWA,2001,168752,440000,4297000,,5300,120000,
Botswana,BWA,2002,145000,390000,4231000,,6000,110000,
Botswana,BWA,2003,153498,310000,4254000,,3350,95000,
Botswana,BWA,2004,175000,370000,4289000,,6500,105000,
Botswana,BWA,2005,175000,450000,4214000,,9000,115000,
Botswana,BWA,2006,175000,450000,4127000,,11000,129000,
Botswana,BWA,2007,175000,450000,4100000,,15000,129000,
Botswana,BWA,2008,180000,460000,4064000,,12900,140000,
Botswana,BWA,2009,200000,460000,4009000,,13027,128500,
Botswana,BWA,2010,230000,470000,5172000,,12750,130000,
Botswana,BWA,2011,235000,475000,4409000,,12850,132000,
Botswana,BWA,2012,235000,480000,3329000,,14000,134000,
Botswana,BWA,2013,181447,411226,3189000,,12828,127439,
Botswana,BWA,2014,160000,430000,3000000,,11251,104348,
Botswana,BWA,2015,175000,340000,2252000,,15024,109997,
Botswana,BWA,2016,150000,350000,2897000,,13034,106422,
Botswana,BWA,2017,170000,400000,2044000,,5737,100000,
Botswana,BWA,2018,170000,389090,2405000,,9729,105032,
Botswana,BWA,2019,170000,346325,2433000,,8952,106430,
Botswana,BWA,2020,157000,352041,2416000,,7219,96974,
Botswana,BWA,2021,170000,348341,2303000,,5774,68028,
Botswana,BWA,2022,170000,333343,2376000,,5742,53162,
Brazil,BRA,1961,7141000,1581000,122770000,1000000,8007000,1574000,2416000
Brazil,BRA,1962,6989000,1673000,130074000,1100000,8832000,1667000,2578000
Brazil,BRA,1963,7065000,1767000,157972000,1200000,8583000,1720000,2738000
Brazil,BRA,1964,7523000,1824000,166577000,1300000,8763000,1877000,2860000
Brazil,BRA,1965,7843000,1856000,214370000,1400000,8769000,2088000,2982000
Brazil,BRA,1966,7608000,1892000,230000000,1500000,9749000,2101000,3231000
Brazil,BRA,1967,7810000,1856000,260000000,1500000,9937000,1927000,3622000
Brazil,BRA,1968,8732000,1880000,280000000,1600000,10571000,2195000,3676000
Brazil,BRA,1969,9480000,1921000,290909000,1700000,10696000,2131000,4092000
Brazil,BRA,1970,9560000,1921000,332727000,1700000,11229000,2218000,4154000
Brazil,BRA,1971,9284000,1940000,333636000,1900000,11902000,2386000,4178000
Brazil,BRA,1972,10855950,1869000,383636000,2100000,11522300,2270000,4290000
Brazil,BRA,1973,10800000,1850000,461818000,2300000,10456000,2350000,4620000
Brazil,BRA,1974,10500000,1800000,483636000,3000000,10791000,2400000,4785000
Brazil,BRA,1975,11500000,1800000,485455000,3200000,11343000,2750000,4987000
Brazil,BRA,1976,12800000,1840000,549090000,2400000,11709000,2760000,5170000
Brazil,BRA,1977,13800000,1900000,634545000,2700000,12448000,2200000,5150000
Brazil,BRA,1978,14500000,1950000,780000000,2800000,12687000,1600000,5300000
Brazil,BRA,1979,14800000,2000000,996364000,3455000,12850000,1800000,5600000
Brazil,BRA,1980,15800000,2000000,1245455000,4337000,14100000,1800000,5800000
Brazil,BRA,1981,16500000,2000000,1242500000,4392000,14000000,1800000,6000000
Brazil,BRA,1982,17000000,2000000,1330000000,4629000,12400000,1800000,6100000
Brazil,BRA,1983,17500000,2000000,1316670000,5191000,12863000,2300000,6200000
Brazil,BRA,1984,18500000,2000000,1133000000,6898000,11100000,2800000,6500000
Brazil,BRA,1985,18800000,2260000,1242000000,6342000,11570000,3300000,6600000
Brazil,BRA,1986,19500000,2150000,1350000000,6722000,12418000,4000000,6600000
Brazil,BRA,1987,20200000,2350000,1480000000,7982000,14117000,4200000,6700000
Brazil,BRA,1988,22400000,2660000,1458000000,7753000,13080000,4600000,7100000
Brazil,BRA,1989,23300000,2800000,1503000000,9153000,12100000,4750000,7200000
Brazil,BRA,1990,22500000,3000000,1750000000,9337000,12500000,4850000,9600000
Brazil,BRA,1991,24900000,3070000,1950000000,9598000,14300000,4940000,15326000
Brazil,BRA,1992,24400000,3100000,2140000000,9872000,15000000,5000000,13701000
Brazil,BRA,1993,25200000,3245000,2328000000,10517000,18000000,5120000,16120000
Brazil,BRA,1994,24600000,3160000,2530000000,11332000,22000000,5250000,18766000
Brazil,BRA,1995,24021000,4200000,3000000000,13381000,23000000,5375000,10206000
Brazil,BRA,1996,25008000,2230000,3000000000,14905000,24000000,4374000,6919000
Brazil,BRA,1997,26197000,2390000,2837500000,16373000,25800000,4383000,7000000
Brazil,BRA,1998,28187000,2450000,2858600000,18012000,30000000,4235000,6500000
Brazil,BRA,1999,30539500,2550000,3153500000,19233000,32877000,4460000,6000000
Brazil,BRA,2000,31143800,2550000,3254200000,20640000,35665200,4470000,5500000
Brazil,BRA,2001,33500000,2575000,3480700000,22159000,35400000,4470000,5500000
Brazil,BRA,2002,34500000,2650000,3819000000,23277000,37559600,4286000,5550000
Brazil,BRA,2003,35500000,2553000,3907100000,26085000,38000000,4254500,5700000
Brazil,BRA,2004,36500000,2553000,4277800000,28284000,38400000,4750000,5700000
Brazil,BRA,2005,39430000,2553000,4695900000,34194000,30429000,4750000,5700000
Brazil,BRA,2006,41225000,2555000,4576550000,35595000,29265000,4812500,5800000
Brazil,BRA,2007,42325000,2560000,5151990000,37090000,33110000,4878600,5800000
Brazil,BRA,2008,40438000,2525000,5465780000,40095000,32700000,4950000,5800000
Brazil,BRA,2009,39466000,2474000,5557000000,40246000,33510000,5000000,5900000
Brazil,BRA,2010,39400000,2514000,4988321000,31500000,34290000,5150000,5900000
Brazil,BRA,2011,39100000,2534000,5287702000,28500000,34862000,5250000,6000000
Brazil,BRA,2012,40205000,2565000,5243578000,41300000,36005796,5312500,6100000
Brazil,BRA,2013,41590000,2600000,5393754000,34000000,36286096,5366000,6100000
Brazil,BRA,2014,40385000,2631000,5496391000,30500000,37130096,5367000,6169000
Brazil,BRA,2015,38365000,2707220,5796225000,30600000,39263964,5645102,5857000
Brazil,BRA,2016,37595000,2675263,5860316000,34400000,42319792,5690948,5930000
Brazil,BRA,2017,38723000,2788927,5842721000,36500000,43185384,5728053,5945000
Brazil,BRA,2018,39602000,3015898,5698494000,17000000,44337204,5844921,5823000
Brazil,BRA,2019,40650000,3215343,5805315000,16100000,46356360,6173953,5395000
Brazil,BRA,2020,40850000,3358549,5953808000,15000000,49356208,6388713,5540000
Brazil,BRA,2021,40100000,3317131,6111074000,14700000,53045544,6377880,5489000
Brazil,BRA,2022,42250000,3464181,6109829000,15200000,56465504,6692822,5437000
Brunei,BRN,1961,400,130,270000,,10500,0,110000
Brunei,BRN,1962,1200,220,400000,,11000,0,60000
Brunei,BRN,1963,1000,380,450000,,12000,0,30000
Brunei,BRN,1964,300,400,450000,,10500,0,35000
Brunei,BRN,1965,155,110,665000,,13500,0,20000
Brunei,BRN,1966,225,230,950000,,13400,0,20000
Brunei,BRN,1967,220,300,900000,,10650,0,23000
Brunei,BRN,1968,255,330,1000000,,11500,0,15000
Brunei,BRN,1969,225,520,1100000,,11700,0,17000
Brunei,BRN,1970,550,340,1199000,,11600,0,25000
Brunei,BRN,1971,250,250,1800000,,12104,0,29000
Brunei,BRN,1972,350,255,1400000,,10700,0,6000
Brunei,BRN,1973,316,240,2100000,,9870,0,8000
Brunei,BRN,1974,365,100,1700000,,11000,0,5000
Brunei,BRN,1975,1243,140,2430000,,10050,0,6000
Brunei,BRN,1976,2940,100,2600000,,11250,0,5000
Brunei,BRN,1977,2680,100,2700000,,9400,0,7000
Brunei,BRN,1978,1777,100,2300000,,12800,0,1000
Brunei,BRN,1979,5270,175,2600000,,12000,0,3000
Brunei,BRN,1980,2635,100,3700000,,13838,0,3000
Brunei,BRN,1981,5500,100,5000000,,11379,0,15000
Brunei,BRN,1982,5000,100,5900000,,12620,0,23000
Brunei,BRN,1983,7050,100,6275000,,13000,0,24000
Brunei,BRN,1984,9305,280,5500000,,21700,0,14000
Brunei,BRN,1985,8925,500,6400000,,17100,0,10000
Brunei,BRN,1986,7790,540,6600000,,15600,0,15000
Brunei,BRN,1987,11220,600,3985000,,19700,0,15000
Brunei,BRN,1988,11685,500,2761000,,23700,0,20000
Brunei,BRN,1989,9920,900,2765000,,27600,0,20000
Brunei,BRN,1990,11680,1165,3413000,,10500,60,18000
Brunei,BRN,1991,12700,1625,4257000,,10000,500,18000
Brunei,BRN,1992,10190,1890,4740000,,5000,1200,18000
Brunei,BRN,1993,9170,2200,4726000,,3500,1900,18000
Brunei,BRN,1994,11250,2200,4952000,,2500,540,19000
Brunei,BRN,1995,7800,2300,4681000,,1100,1500,23000
Brunei,BRN,1996,10050,2300,4663000,,900,250,25000
Brunei,BRN,1997,11200,2100,6139000,,1400,1700,200000
Brunei,BRN,1998,13800,2500,7396000,,1300,5000,770000
Brunei,BRN,1999,28300,3500,10462000,,1300,3100,630000
Brunei,BRN,2000,21400,2500,12507000,,1400,800,540000
Brunei,BRN,2001,20300,2600,15099000,,1400,1500,450000
Brunei,BRN,2002,21000,4000,13685000,,1300,1600,440000
Brunei,BRN,2003,21500,3700,15435000,,1400,1600,240000
Brunei,BRN,2004,18200,4000,11729000,,1200,1250,170000
Brunei,BRN,2005,13650,2800,10279000,,1200,2100,180000
Brunei,BRN,2006,8900,2200,11924000,,1500,1350,210000
Brunei,BRN,2007,7800,3500,12719000,,1500,1350,225000
Brunei,BRN,2008,4000,6000,12990000,,1500,1350,230000
Brunei,BRN,2009,4400,3700,13024000,,1440,1350,228000
Brunei,BRN,2010,3400,4500,13757000,,1380,1350,229000
Brunei,BRN,2011,5080,3200,15308000,,1320,1450,233000
Brunei,BRN,2012,4671,3650,15935000,,1260,1036,235000
Brunei,BRN,2013,2801,3600,17720000,,1416,1011,221000
Brunei,BRN,2014,2900,3296,15955000,,1504,1246,221000
Brunei,BRN,2015,2200,2814,15511000,,1488,1318,200000
Brunei,BRN,2016,4544,2419,16301000,,1500,1201,200000
Brunei,BRN,2017,5278,1121,15522000,,1500,1213,200000
Brunei,BRN,2018,4941,1608,16924000,,1462,1266,202000
Brunei,BRN,2019,4752,1768,16389000,,1399,1309,186000
Brunei,BRN,2020,7647,2960,17577000,,1310,1347,170000
Brunei,BRN,2021,13737,4112,20391000,,1217,1420,149000
Brunei,BRN,2022,6405,1105,20472000,,1122,1502,125000
Bulgaria,BGR,1961,400000,250000,31700000,0,2005000,5300000,0
Bulgaria,BGR,1962,470000,250000,30400000,0,1961000,6200000,0
Bulgaria,BGR,1963,510000,200000,30300000,0,1674000,6000000,0
Bulgaria,BGR,1964,460000,280000,33400000,0,1877000,7000000,0
Bulgaria,BGR,1965,420000,370000,37000000,0,2352000,6400000,0
Bulgaria,BGR,1966,484962,440833,40400000,0,2197520,6483039,0
Bulgaria,BGR,1967,458597,447004,51700000,0,2272777,6464671,0
Bulgaria,BGR,1968,497716,428714,58200000,0,2633564,6435878,0
Bulgaria,BGR,1969,484348,440638,65300000,0,2408497,6307109,0
Bulgaria,BGR,1970,431085,386837,77300000,0,2202447,5608385,0
Bulgaria,BGR,1971,383025,374646,92500000,0,2451056,5734772,0
Bulgaria,BGR,1972,426806,345117,89800000,0,2734211,5857118,0
Bulgaria,BGR,1973,474921,324668,94400000,0,2476433,5773548,0
Bulgaria,BGR,1974,447767,302608,109400000,0,2379209,6090715,0
Bulgaria,BGR,1975,438867,304097,109412000,0,3606611,5308113,0
Bulgaria,BGR,1976,503188,349109,111649000,0,4404390,5972084,0
Bulgaria,BGR,1977,566788,291426,131614000,0,3913169,4996588,0
Bulgaria,BGR,1978,583930,288385,144201000,0,3983339,5142363,0
Bulgaria,BGR,1979,606551,269373,143372000,0,4474912,4711621,0
Bulgaria,BGR,1980,655562,299264,134975000,0,4450715,4630070,0
Bulgaria,BGR,1981,651326,395284,136702000,0,4684680,4918171,0
Bulgaria,BGR,1982,669367,295490,143541000,0,4673491,5017544,0
Bulgaria,BGR,1983,663631,294427,146325000,0,4827295,5142028,0
Bulgaria,BGR,1984,667972,320851,151519000,0,4783543,5277740,0
Bulgaria,BGR,1985,693987,385185,141178000,0,4581660,5704978,0
Bulgaria,BGR,1986,648722,384562,170525000,0,5100599,5376869,0
Bulgaria,BGR,1987,643127,365959,174528000,0,5086023,4788026,0
Bulgaria,BGR,1988,606552,327669,162900000,0,5302228,4175527,0
Bulgaria,BGR,1989,602201,319689,180240000,0,5628504,4146402,0
Bulgaria,BGR,1990,578199,278258,162873000,0,5502827,3947131,0
Bulgaria,BGR,1991,555723,264454,83205000,356000,4909478,4463652,812000
Bulgaria,BGR,1992,636560,316935,73949000,300000,4076165,3939710,646000
Bulgaria,BGR,1993,559000,400000,66000000,283000,3618000,4467000,911000
Bulgaria,BGR,1994,474521,526074,60000000,315000,2828400,2192000,1773000
Bulgaria,BGR,1995,405594,410000,63000000,361000,2482353,2272000,2600000
Bulgaria,BGR,1996,417000,550000,66000000,400000,2553651,2500000,2300000
Bulgaria,BGR,1997,315000,460000,67000000,300000,1575227,2230000,2000000
Bulgaria,BGR,1998,300000,580000,71000000,450000,1503333,2240000,1700000
Bulgaria,BGR,1999,343000,626000,67000000,500000,1618982,2250000,2000000
Bulgaria,BGR,2000,333900,600000,67000000,400000,1471909,2245000,2300000
Bulgaria,BGR,2001,158600,501800,70000000,500000,758000,1263400,2000000
Bulgaria,BGR,2002,164977,521921,75900000,600000,819464,1201915,2200000
Bulgaria,BGR,2003,175901,722303,40453000,494000,1018621,1132648,2422000
Bulgaria,BGR,2004,224164,607267,44457000,363000,996827,1206861,3126000
Bulgaria,BGR,2005,208201,604481,52133000,273000,946114,1537547,4628000
Bulgaria,BGR,2006,162309,525023,54506000,302000,1036455,1570984,5274000
Bulgaria,BGR,2007,144538,507029,61904000,186000,1034522,1634717,4409000
Bulgaria,BGR,2008,135267,461958,56307000,212000,1005453,1581918,4463000
Bulgaria,BGR,2009,147578,397165,68898000,294000,994991,1409351,4656000
Bulgaria,BGR,2010,138532,331680,52805000,170000,924986,1285623,5407000
Bulgaria,BGR,2011,147239,337649,48584000,180000,1043278,1099438,5790000
Bulgaria,BGR,2012,142899,264931,51327000,84000,1033036,1218993,5645000
Bulgaria,BGR,2013,131169,226324,46548000,65000,1044769,1007544,5579000
Bulgaria,BGR,2014,127148,234144,47022000,48000,988254,1083869,5920000
Bulgaria,BGR,2015,137271,173626,50449000,55000,1043757,980528,5307000
Bulgaria,BGR,2016,188655,174730,50578000,69000,1087629,873000,5675000
Bulgaria,BGR,2017,117417,158354,50074000,50000,1111859,856876,5576000
Bulgaria,BGR,2018,116230,147370,51482000,70000,1207820,576460,6405000
Bulgaria,BGR,2019,119090,151590,51510000,,1235150,628660,5501000
Bulgaria,BGR,2020,113360,122140,51068000,,973010,522900,
Bulgaria,BGR,2021,122580,150170,51659000,,1177910,625720,5316000
Bulgaria,BGR,2022,133870,112200,50298000,,1239400,517300,6228000
Burkina Faso,BFA,1961,115000,493000,8409000,,46500,200000,
Burkina Faso,BFA,1962,120000,522000,8084000,,42700,200000,
Burkina Faso,BFA,1963,135000,551000,8087000,,44230,200000,
Burkina Faso,BFA,1964,145000,580000,7892000,,54570,238000,
Burkina Faso,BFA,1965,160000,638000,7164000,,59350,239000,
Burkina Faso,BFA,1966,168000,693000,7700000,,69566,274000,
Burkina Faso,BFA,1967,175000,653000,8500000,,64463,275000,
Burkina Faso,BFA,1968,165000,697000,8200000,,64586,210000,
Burkina Faso,BFA,1969,200000,757000,9000000,,68574,275000,
Burkina Faso,BFA,1970,217000,788000,9100000,,75000,295000,
Burkina Faso,BFA,1971,223000,805000,9200000,,85000,307000,
Burkina Faso,BFA,1972,186000,802000,9200000,,75000,295000,
Burkina Faso,BFA,1973,160000,739000,9400000,,60000,200000,
Burkina Faso,BFA,1974,150000,713000,9000000,,60000,225000,
Burkina Faso,BFA,1975,180000,738000,9500000,,73000,250000,
Burkina Faso,BFA,1976,200000,787000,11300000,,75000,400000,
Burkina Faso,BFA,1977,210000,833000,10400000,,78500,500000,
Burkina Faso,BFA,1978,215000,900000,9500000,,81000,510000,
Burkina Faso,BFA,1979,210000,1000000,10000000,,84000,570000,
Burkina Faso,BFA,1980,215000,1100000,11200000,,87000,650000,
Burkina Faso,BFA,1981,220000,1250000,11700000,,125000,730000,
Burkina Faso,BFA,1982,265000,1400000,13000000,,150000,800000,
Burkina Faso,BFA,1983,260000,1550000,14700000,,175000,850000,
Burkina Faso,BFA,1984,255000,1700000,14200000,,200000,900000,
Burkina Faso,BFA,1985,308000,1850000,16000000,,212000,950000,
Burkina Faso,BFA,1986,325000,1950000,18000000,,220000,1000000,
Burkina Faso,BFA,1987,339000,2050000,20000000,,227000,1080000,
Burkina Faso,BFA,1988,345000,2100000,22000000,,240000,1150000,
Burkina Faso,BFA,1989,335000,2200000,22300000,,250000,1175000,
Burkina Faso,BFA,1990,501800,2051140,23954000,,327400,1313200,
Burkina Faso,BFA,1991,521950,2155017,75800000,,1093000,1393171,
Burkina Faso,BFA,1992,532467,2209532,77900000,,1196047,1434926,
Burkina Faso,BFA,1993,543075,2264079,74403000,,1315620,1477993,
Burkina Faso,BFA,1994,553917,2323262,78376000,,1446744,1522401,
Burkina Faso,BFA,1995,564967,2401927,79931000,,1600000,1568041,
Burkina Faso,BFA,1996,576277,2473862,77898000,,1749552,1615102,
Burkina Faso,BFA,1997,587795,2548147,80476000,,1924439,1663530,
Burkina Faso,BFA,1998,599543,2624663,83201000,,2116885,1713409,
Burkina Faso,BFA,1999,611538,2703327,86044000,,2327876,1764751,
Burkina Faso,BFA,2000,623769,2784427,88959000,,2579000,1817694,
Burkina Faso,BFA,2001,636245,2867960,99300000,,2812113,1872224,
Burkina Faso,BFA,2002,648970,2953998,94865000,,3088311,1928391,
Burkina Faso,BFA,2003,950501,3231491,97814000,,3391102,1796308,
Burkina Faso,BFA,2004,969508,3328429,100779000,,3453721,1850191,
Burkina Faso,BFA,2005,988895,3428273,116000000,,3500000,1905691,
Burkina Faso,BFA,2006,1008671,3531115,121200000,,3586211,1962856,
Burkina Faso,BFA,2007,1028841,3637042,129529000,,3660008,2020736,
Burkina Faso,BFA,2008,1049415,3746145,143417000,,3735523,2082382,
Burkina Faso,BFA,2009,1070400,3858522,150431000,,3811767,2144848,
Burkina Faso,BFA,2010,1091805,3974270,159168000,,3900000,2209188,
Burkina Faso,BFA,2011,1113638,4093491,165857000,,3956072,2275457,
Burkina Faso,BFA,2012,1135908,4216288,131936000,,4023564,2343715,
Burkina Faso,BFA,2013,1158624,4342769,142000000,,4143000,2414020,
Burkina Faso,BFA,2014,1150243,4424886,146000000,,4214000,2484431,
Burkina Faso,BFA,2015,1149149,4519089,150000000,,4314000,2557657,
Burkina Faso,BFA,2016,1153454,4471333,153000000,,4357000,2405000,
Burkina Faso,BFA,2017,1188263,4483333,157000000,,4443000,2403167,
Burkina Faso,BFA,2018,1213096,4847489,160000000,,4500000,2793228,
Burkina Faso,BFA,2019,1233983,4982820,170000000,,4586000,2876768,
Burkina Faso,BFA,2020,932654,4000673,122798000,,3002117,2564717,
Burkina Faso,BFA,2021,1227359,4463167,130000000,,3147303,3330711,
Burkina Faso,BFA,2022,1231286,4482000,150000000,,3173702,3011521,
Burundi,BDI,1961,40300,162000,1650000,0,4850,40000,
Burundi,BDI,1962,44500,148000,1800000,0,5170,38000,
Burundi,BDI,1963,45500,134000,1950000,0,5160,35000,
Burundi,BDI,1964,49800,124900,2170000,0,3320,31000,
Burundi,BDI,1965,54800,131600,2320000,0,4800,39000,
Burundi,BDI,1966,55400,144000,2470000,0,9600,44000,
Burundi,BDI,1967,61723,143600,2700000,0,7500,49000,
Burundi,BDI,1968,63800,145100,2920000,0,21300,52000,
Burundi,BDI,1969,70600,153500,3000000,0,26500,56000,
Burundi,BDI,1970,73400,157400,3150000,0,21200,57000,
Burundi,BDI,1971,73100,163000,3300000,0,28000,62000,
Burundi,BDI,1972,77700,187300,3450000,0,33700,71000,
Burundi,BDI,1973,81200,191300,3600000,0,35500,75000,
Burundi,BDI,1974,80700,198500,3750000,0,38300,76000,
Burundi,BDI,1975,82900,206400,3900000,0,44200,78000,
Burundi,BDI,1976,82300,199100,4050000,0,65800,77000,
Burundi,BDI,1977,88000,173700,4200000,0,39200,76000,
Burundi,BDI,1978,95900,171800,4350000,0,42000,67000,
Burundi,BDI,1979,98300,182100,4500000,0,44800,73300,
Burundi,BDI,1980,90000,197100,4650000,0,76900,82200,
Burundi,BDI,1981,71700,221200,4800000,0,67000,79000,
Burundi,BDI,1982,73200,207100,4950000,0,79000,81500,
Burundi,BDI,1983,73600,233700,4950000,0,106500,93800,
Burundi,BDI,1984,74700,239300,5100000,0,110000,96000,
Burundi,BDI,1985,71800,258900,5250000,0,84200,93000,
Burundi,BDI,1986,86300,259500,5400000,0,111000,92200,
Burundi,BDI,1987,89000,274300,5700000,0,116500,87500,
Burundi,BDI,1988,90000,290000,6000000,0,172500,98000,
Burundi,BDI,1989,93000,305000,6300000,0,132000,95000,
Burundi,BDI,1990,60000,370000,6600000,0,29000,35000,
Burundi,BDI,1991,62000,400000,6900000,26000,25000,36000,
Burundi,BDI,1992,51000,415000,7200000,24000,30000,55000,
Burundi,BDI,1993,52000,441150,7400000,23000,27000,35000,
Burundi,BDI,1994,44000,400000,7300000,21000,24000,110000,
Burundi,BDI,1995,32000,380000,7100000,19000,25000,27000,
Burundi,BDI,1996,30000,340000,7000000,19000,24000,28000,
Burundi,BDI,1997,29000,260000,6800000,17000,24500,30000,
Burundi,BDI,1998,32000,250000,7200000,17000,31000,29000,
Burundi,BDI,1999,44000,335000,6730000,18000,40000,32000,
Burundi,BDI,2000,29276,144818,6283000,8000,39183,30293,
Burundi,BDI,2001,43067,155685,5921000,10000,38157,28908,
Burundi,BDI,2002,38877,165818,5538000,7000,29102,32944,
Burundi,BDI,2003,43697,132381,4869000,7000,35639,16205,
Burundi,BDI,2004,36840,103665,4580000,0,24870,30128,
Burundi,BDI,2005,44442,218942,2750000,0,64428,31157,
Burundi,BDI,2006,60003,216431,3324000,0,49141,40751,
Burundi,BDI,2007,53661,190196,3894000,2000,42536,38564,
Burundi,BDI,2008,48691,305025,4500000,8000,18262,42211,
Burundi,BDI,2009,39870,253882,4684000,3000,46878,55988,
Burundi,BDI,2010,39000,222768,5054000,0,52287,61511,
Burundi,BDI,2011,49690,262686,7650000,0,53355,43713,
Burundi,BDI,2012,60339,533502,7000000,0,73112,96529,
Burundi,BDI,2013,37063,244356,5242000,0,76443,122531,
